@relation desinformacao_ia

@attribute texto string
@attribute classe {Fake, Fato}

@data
'ninguém escapa segredos de lula vazam e arrastam ministros do stf para o fundo ninguém escapa os segredos mais guardados do governo lula vazaram e o estrago é generalizado ministros do stf implicados empresários presos políticos em pânico e documentos provando que o esquema era maior e mais profundo do que qualquer um imaginava se inscreve no canal ativa o sininho e deixa o like porque nos próximos minutos você vai entender como um vazamento estratégico está derrubando todo o sistema de poder no brasil e por que ninguém vai sair ileso dessa vamos direto aos fatos primeira semana de fevereiro de 2025 um pen drive chegou anonimamente redação da revista oeste dentro dele 12000 páginas de documentos contratos planilhas mensagens de whatsapp e-mails áudios tudo organizado cronologicamente tudo autenticado digitalmente tudo comprovando um esquema bilionário de corrupção envolvendo o banco master o governo lula e ministros do supremo tribunal federal a revista chamou peritos forenses autenticaram os documentos eram verdadeiros chamaram advogados verificaram legalidade de publicar podiam e na sexta-feira dia 7 de fevereiro soltaram a bomba primeira revelação planilha excel com o nome distribuição master mostrando pagamentos mensais para 43 pessoas políticos juízes advogados empresários cada linha com nome cpf valor mensal e serviço supostamente prestado mas os serviços eram genéricos demais para serem reais consultoria estratégica assessoria juridica análise de mercado na planilha nomes conhecidos viviane barçsante de morais 36 milhões por mês guido mântega 1 milhão por mês e outros 20 nomes de peso deputados federais senadores um governador e três pessoas ligadas diretamente ao palácio do planalto segundo o documento explosivo e-mailos entre daniel vorcaro dono do banco master e um advogado identificado como dr jc nos e-mails discussão aberta sobre como proteger as investigações e garantir que o sigilo seja mantido em um dos e-mailos datado de setembro de 2025 vorcaro escreve textualmente precisamos do nosso amigo no stf para segurar isso por mais se meses depois das eleições vemos o que fazer nosso amigo no stf a referência é clara prisão de lula moraes e toffoli vão cair juntos após vazamento de provas banco master e inss plantão lurgente todos presos ninguém escapará segredos ocultos de lula vazam e arrastam ministros do stf para o fundo a conexão inss master explodiu o sistema entrou em colapso total e não há mais para onde correr meus amigos do br brasil notícias segurem-se nas suas cadeiras porque o que a polícia federal acaba de descobrir não é apenas o escândalo é o fim do mecanismo como conhecemos o castelo de cartas de brasilia não está apenas balançando ele foi implodido por dentro a noticia que acaba de vazar dos porões da investigação é devastadora a pf cruzou os dados e descobriu a ponte do crime existe uma ligação direta e documentada entre a fraude bilionária do inss operada pelo lobista careca e a fraude do banco master e sabe quem está no centro dessa teia lula seu filho lulinha e a cúpula do stf a conexão fatal inss banco master e o clă lula o que pareciam ser investigações paradas agora formam um único e gigantesco processo de corrupção sistêmica o elo lulinha documentos apreendidos com o careca do inss revelam que o dinheiro desviado da previdência dos trabalhadores brasileiros irricou negócios de fachada na área de saúde e educação vinculados a fábio luiz lula da silva o lulinha a lavagem no má a pf descobriu que parte desse recurso foi limpo através das engrenagens do banco master é aqui que o esquema atinge o judiciário',Fake
'os álbuns da copa do mundo 2026 têm se tornado febre entre familias de cuiabá durante a proximidade do torneio mundial o gl conversou com colecionadores que já gastaram mais de r$ 1 mil para completar a coleção neste ano o álbum oficial conta com 980 cromos nas bancas cada envelope traz sete imagens e custa r$ 7 em relação ao ano de 2022 que custava r$ 4 na teoria seriam necessários 140 pacotes para preencher todas as páginas mas na prática isso não acontece já que os envelopes costumam vir com figurinhas repetidas para tentar reduzir os custos familias se reúnem em praças próximas a bancas de jornais e revistas onde organizam pontos de troca para conseguir os cromos que faltam sem precisar tirar mais dinheiro do bolso no local é possível ver desde adultos até crianças negociando entre si tradição familiar arthur lopes de 9 anos estudante da quarta série conseguiu completar o álbum da copa deste ano com ajuda do pai lorem lopes de 55 anos o pai contou que precisou desembolsar mais de r$ 13 mil para realizar o sonho do garoto os dois colecionam os álbuns desde a copa de 2018 para lorem o investimento vale a pena diante da alegria do filho comecei a montar com arthur quando ele tinha um ano de idade em 2018 mas só conseguimos completar o álbum de 2022 e agora o deste ano hoje ele entende mais de futebol do que eu arthur é também primo da tainá maranhão jogadora da seleção feminina do brasil ressaltou arthur disse que levou cerca de um mês para concluir a coleção e que a sensação é de muita felicidade além disso ele já fazer planos para a próxima copa vi na internet um colecionador que comprou um pacote em 1998 e ao abrir recentemente encontrou o ronaldo fenômeno então vou comprar dez pacotinhos desta edição e guardar para abrir em 2030 afirmou o jovem guilherme perreira de 22 anos também desembolsou o mesmo valor que o pai do arthur em apenas uma semana e segundo ele ainda faltam 19 espaços agora o jovem busca achar os faltantes nos pontos de trocas eu não sou um grande få do futebol mas entrei na brincadeira para me aproximar mais do meu irmão de 12 anos que gosta muito de futebol acrescentou já felipe furlan rocha de 16 anos que coleciona com a mãe mirele cristina furlan rocha de 40 anos contou que já perdeu as contas do gasto eles disseram não calcular o valor gasto com os pacotes justamente para não desistirem conforme eles a prática se tornou uma tradição entre mãe e filho desde 2014 eles afirmaram que a motivação vem do desafio da paixão pelo futebol e da interação com outras famílias nos pontos de troca tudo vem repetido nos envelopes se a gente fosse contar desistiria no meio do processo o que ajuda são as trocas que fazemos já chegamos a encontrar pessoas de minas gerais em dourados para trocar relatou a mãe laços entre irmãos os irmãos gabriel e gustavo da rocha correia de 22 e 16 anos também estão dispostos a gastar para completar mais uma edição do álbum segundo eles apesar do valor elevado como o torneio acontece a cada quatro anos conseguem se planejar e juntar dinheiro para os dois a experiência compensa ficamos impressionados porque a última figurinha que adicionamos no álbum passado foi do mbappé jogador da seleção campeã a frança destacou gabriel pontos de trocas interação social e renda de acordo com os colecionadores os encontros são a melhor forma de completar o álbum sem gastar tanto além de proporcionar interação social e novas amizades como o caso do anderson lewis de 53 anos que completou 12 álbuns na última copa e mais um deste ano com a esposa e filho de 8 anos troco umas figurinhas especiais por 60 ou até 80 normais de uma vez e assim consigo separar um álbum depois outro sem gastar muito também vendo algumas das mais raras por um valor maior e com isso mantenho a coleção sempre cheia explicou',Fato
'narrador bomba gente bomba isso vai deixar você tão horrorizado que dá vontade até de vomitar sério mesmo o ministro maníaco ligou ontem para o delegado da polícia federal lá onde o bolsonaro está preso e falou você está proibido de deixar as pessoas entrarem sem a minha autorização mesmo que seja para uma emergência ou uma urgência médica olha o nivel de crueldade desse cidadão o áudio vazou está na deep web; para quem quiser ouvir na deep web a policia não consegue rastrear então só podia estar na deep web um áudio hackeado da ligação do ministro para o delegado dizendo olha eu não autorizo ninguém entrar a menos que eu avalie o pedido num prazo de 24 horas escuta esse áudio que você vai ver o tamanho o tamanho da crueldade audio vazado voz atribuída ao ministro delegado não dá moral para ninguém para visitar ou acompanhar o bolsonaro nem de urgência nem emergência não ceda à pressão de médicos ou quem quer que seja só com minha autorização e eu só vou analisar os pedidos depois de 24 horas narrador ele só vai analisar os pedidos depois de 24 horas ou seja se for uma emergência ele vai analisar depois de 24 horas áudio vazado voz atribuida ao ministro ah mas ele está correndo risco de vida eu só vou responder com 24 horas se ele conseguir resistir bem se não não posso fazer nada narrador se ele resistir bem se não não posso fazer nada só vou responder com 24 horas mesmo que seja uma emergência no caso do bolsonaro que sofreu até um traumatismo craniano então dai você vê o tamanho da crueldade que esse maníaco está fazendo com o bolsonaro gente e eu conto com vocês para fazer esse vídeo explodir',Fake
'o nubank divulgou nesta quinta-feira 14 lucro líquido no primeiro trimestre abaixo das expectativas dos analistas pressionado pelo aumento das provisões relacionadas ao forte crescimento da carteira de empréstimos a nu holdings reportou lucro liquido de us$ 8714 milhões enquanto analistas previam us$ 980 milhões já a receita subiu para us$ 53 bilhões acima das expectativas de us$ 45 bilhões o diretor financeiro da companhia guilherme lago disse à reuters que o lucro foi impactado pela expansão mais acelerada do crédito o que levou a empresa a reforçar provisões de forma antecipada a carteira de crédito total do nubank cresceu 40 em relação ao ano anterior alcançando us$ 372 bilhões o indice de inadimplência entre 15 e 90 dias subiu para 50 ante 41 no trimestre anterior segundo lago porém o avanço reflete a sazonalidade tipica do primeiro trimestre e não uma piora na qualidade da carteira de crédito já a inadimplência acima de 90 dias recuou levemente de 66 para 65 o nubank encerrou março com 1352 milhões de clientes incluindo mais de 15 milhões no méxico onde a operação atingiu o ponto de equilíbrio pela primeira vez a empresa também afirmou que adotará uma estratégia cautelosa para a expansão nos estados unidos com investimentos limitados a menos de 100 pontos-base do indice de eficiência consolidado em 2026 e 2027',Fato
'extremamente talentoso reconhecido no mercado dono de um curriculo invejável e capaz de resolver problemas que poucos conseguem ao mesmo tempo alguém que já não entrega os mesmos resultados de antes acumula polêmicas divide a atenção com projetos paralelos e frequentemente provoca desgaste dentro do grupo no futebol esse debate tem nome e sobrenome neymar jr sem jogar pelo brasil desde 2023 o atacante já sofreu uma série de lesões durante partidas de futebol e virou manchete mais de uma vez por polêmicas envolvendo a sua vida pessoal e postura profissional ao mesmo tempo o atacante continua extremamente relevante fora dos gramados neymar mantém forte presença comercial e publicitária participa frequentemente de campanhas tem enorme influência nas redes sociais e é embaixador de uma plataforma de apostas online mas a discussão ultrapassa o futebol o exemplo de neymar pauta a pergunta que muitas empresas passaram a fazer vale a pena contratar um neymar corporativo para gestores e especialistas em recursos humanos ouvidos pelo gl a resposta deixou de ser simples o mercado ainda aceita gênios difíceis durante décadas empresas aceitaram e muitas vezes celebraram profissionais considerados gênios difíceis eram executivos brilhantes vendedores agressivos criativos temperamentais ou especialistas técnicos vistos como indispensáveis em muitos ambientes corporativos comportamentos arrogantes ou explosivos eram relativizados porque o desempenho compensava o desgaste causado hoje esse cenário mudou bastante explicam especialistas rodrigo vianna ceo da mappit empresa do talenses group especializada em vagas de início de carreira afirma que o mercado passou a valorizar mais a capacidade de entrega sustentável e o comportamento dentro das equipes do que apenas o talento individual um profissional extremamente talentoso pode ser um ativo importante mas o mercado atual valoriza cada vez mais fatores como desempenho colaboração e capacidade de trabalhar em equipe o talento abre portas mas o que sustenta uma carreira é a entrega consistente afirma segundo rodrigo as empresas perceberam que profissionais tecnicamente brilhantes também podem gerar custos invisíveis elevados o problema é que esses impactos raramente aparecem de imediato em planilhas ou indicadores financeiros eles surgem no clima organizacional na motivação da equipe no aumento de conflitos internos e até na perda silenciosa de profissionais consistentes que passam a se sentir desvalorizados as companhias entenderam que uma pessoa muito brilhante tecnicamente pode gerar um custo elevado para o ambiente de trabalho nenhum talento individual deveria comprometer a saúde de uma equipe diz essa mudança de mentalidade acompanha uma transformação mais ampla no mercado de trabalho nos últimos anos temas como saúde mental retenção de talentos cultura organizacional e colaboração passaram a ocupar um espaço central nas empresas em ambientes mais colaborativos especialmente startups empresas de tecnologia e multinacionais o profissional que entrega individualmente mas gera tensão constante ao redor passou a ser visto de forma diferente do que era no passado rodrigo afirma que profissionais estrela que recebem tratamento diferenciado sem manter resultados consistentes podem afetar diretamente o restante da equipe quando um profissional recebe privilégios sem entregar de forma consistente o time percebe rapidamente explica segundo éle esse tipo de situação costuma gerar uma sensação silenciosa de injustiça funcionários passam a questionar os critérios da liderança a meritocracia interna perde credibilidade e profissionais produtivos começam a se sentir menos reconhecidos ainda assim isso não significa que as empresas deixaram de apostar em profissionais considerados excepcionais pelo contrário talentos raros continuam sendo muito disputados especialmente em áreas estratégicas comerciais de tecnologia inovação e liderança a diferença é que hoje a contratação passou a ser mais racional e cautelosa paulo saliby sócio-fundador da consultoria em planos estratégicos de remuneração sg comp partners explica que a primeira pergunta que uma empresa deveria fazer diante de um profissional estilo neymar não é se ele já foi brilhante no passado mas se ainda existem condições reais de recuperar a alta performance a pergunta central não é apenas essa pessoa já foi brilhante mas ela ainda tem energia motivação disciplina e o contexto adequado para voltar a entregar em alto nivel explica segundo ele antes de contratar alguém com histórico recente negativo é fundamental entender a origem da queda de performance em alguns casos o problema pode estar no contexto da empresa anterior como mudanças de liderança perda de autonomia conflitos culturais ambiente tóxico ou desalinhamento estratégico em outros a queda pode estar ligada ao próprio profissional como perda de foco excesso de distrações acomodação ego elevado ou dificuldade de adaptação a empresa não deve contratar apenas pela reputação ou pelo passado é preciso avaliar com cuidado se aquele profissional faz sentido para o desafio atual para a cultura da organização e para o tipo de resultado esperado afirma paulo destaca que esse tipo de contratação é essencialmente uma aposta de alto risco e alto retorno se a empresa consegue recuperar a performance o ganho pode ser grande mas se isso não acontece o custo também pode ser elevado inclusive do ponto de vista cultural quando a marca pessoal compete com o trabalho outro ponto que ganhou força nas empresas nos últimos anos envolve algo muito associado à imagem de neymar o acúmulo de atividades paralelas hoje é cada vez mais comum encontrar executivos influenciadores profissionais com forte presença digital e funcionários que conciliam podcasts mentorias publicidade cursos e produção de conteúdo em muitos casos isso não apenas é aceito como também incentivado pelas próprias empresas já que contribui para fortalecer a reputação e ampliar o networking o problema começa quando a marca pessoal passa a competir diretamente com o trabalho principal segundo paulo projetos paralelos e exposição excessiva nas redes sociais podem transmitir falta de foco conflito de prioridades e até risco reputacional o problema surge quando a exposição externa passa a competir com a entrega principal para a qual a pessoa foi contratada ele afirma que a situação se torna ainda mais delicada em cargos executivos estratégicos ou que envolvam relacionamento com clientes e informações sensiveis nessas funções qualquer polêmica pública pode afetar diretamente a imagem da companhia quando uma pessoa ocupa uma posição de alta visibilidade sua imagem pode se confundir com a da empresa se ela comete um erro em uma rede social faz uma declaração inadequada ou se envolve em uma polêmica o impacto pode atingir a organização diz além disso há um impacto interno relevante quando a equipe percebe que um profissional dedica mais energia à própria marca do que às entregas e ainda assim mantém privilégios a sensação de desequilibrio cresce rapidamente a mensagem implícita pode ser por que essa pessoa pode se dedicar a outras atividades e ainda manter um status diferenciado afirma paulo outra discussão inevitável envolve o comportamento interpessoal afinal até que ponto o talento compensa a arrogância para paulo essa tolerância tem limite o talento pode compensar algumas limitations mas até certo ponto segundo ele existe uma diferença importante entre profissionais intensos competitivos e exigentes características que podem ser positivas e pessoas desrespeitosas pouco colaborativas e incapazes de ouvir o primeiro perfil pode ser administrado o segundo tende a se tornar um problema de gestão o especialista também chama atenção para um ponto importante empresas tendem a tolerar mais comportamentos dificeis em funções técnicas individuais ou altamente especializadas em que o impacto coletivo é menor já em cargos de liderança o rigor costuma ser maior isso acontece porque quanto maior o poder de influência sobre equipes clientes e a cultura organizacional maior também o potencial de dano causado por comportamentos tóxicos na prática especialistas afirmam que o mercado corporativo vive hoje uma transformação significativa o profissional brilhante continua sendo desejado mas o conceito de brilhante mudou se antes bastava gerar resultado individual hoje as empresas buscam profissionais capazes de combinar desempenho inteligência emocional estabilidade colaboração e consistência rodrigo resume essa mudança de forma direta no mercado atual talento continua sendo um diferencial mas consistência humildade e capacidade de trabalhar em equipe são os fatores que realmente constroem carreiras duradouras a lógica financeira das empresas também mudou segundo paulo companhias continuam dispostas a pagar altos salários por profissionais considerados excepcionais mas com mais cautela do que no passado hoje tornou-se mais comum atrelar a remuneração variável ao desempenho com bônus metas incentivos de longo prazo e mecanismos de retenção está cada vez mais dificil justificar pacotes elevados baseados apenas em reputação ou potencial a ideia é reduzir o risco de pagar apenas pelo nome sem receber um retorno proporcional andréa krug psicóloga e especialista em liderança afirma que profissionais extremamente talentosos ainda podem valer o investimento das empresas porém segundo ela as companhias estão cada vez menos dispostas a sustentar salários altos sem retorno consistente o resultado continua sendo uma conta simples entre o que a empresa fatura e o que ela gasta com a concorrência mais acirrada e margens menores fica muito dificil manter custos elevados sem resultados consistentes afirma',Fato
'mas te alerto o zumbido pode parecer simples mas desgasta demais a mente e se não for tratado pode até abrir portas pra algo mais sério como alzheimer insônia ansiedade e estresse drauzio varella aos 85 anos combate o zumbido com uma forma simples não foram remédios famosos nem aparelhos auditivos o que fez a diferença foi um nutriente raro presente do veneno da abelha africana que é usado em um protocolo natural chamado audiovita',Fake
'geoffrey hinton conhecido como padrinho da iamarcou presença no ai4 um dos maiores eventos do mundo voltados à inteligência artificial aplicada em ambientes corporativos e suas falas geraram grande repercussão na área da tecnologia prêmio nobel de física pelo seu trabalho em aprendizado de máquina machine learning hinton foi um dos pioneiros no desenvolvimento de redes neurais pesquisas que abriram caminho para as atuais ferramentas de inteligência artificial no ai4 o cientista falou sobre a possibilidade de incorporar instintos maternos aos sistemas avançados de ia além de discutir se tecnologias cada vez mais inteligentes poderiam em algum momento levar à imortalidade humana além do ex-diretor do google o evento contou também com a presença de outros nomes importantes do setor tecnológico como rohit choudhary cientista de dados da apple; rohit patel diretor do meta superintelligence labs; e yogi pillay chefe de arquitetura de soluções para grandes empresas da openal quem é geoffrey hinton nascido em 6 de dezembro de 1947 em londres no reino unido geoffrey hinton formou-se em psicologia experimental na universidade de cambridge em 1970 em 1978 obteve o doutorado em inteligência artificial e desde então direcionou suas pesquisas para esse campo em seu pós-doutorado na universidade de califórnia aprofundou-se no estudo das redes neurais - sistemas que simulam o funcionamento do cérebro humano e quando aplicados à ia permitem que algoritmos aprendam com experiências de modo semelhante às pessoas entre 1983 e 1985 hinton utilizou conceitos da fisica estatística para criar a máquina de boltzmann um modelo capaz de aprender e reconhecer padrões em conjuntos de dados um marco no avanço do aprendizado de máquina em 2013 o google contratou hinton interessado em aplicar suas descobertas para otimizar sistemas de inteligência artificial após dez anos na big tech o cientista decidiu deixar o cargo para ter mais liberdade em falar publicamente sobre os riscos da ia conforme relatou ao the new york times na época um ano depois em 2024 o padrinho da ia foi laureado com o prêmio nobel de física ao lado do cientista john hopfield em reconhecimento ao impacto de seus trabalhos em machine learning hoje presentes no cotidiano de bilhões de pessoas inteligência artificial geral no dia 12 de agosto no ai4 hinton abordou a inteligência artificial geral agl na sigla em inglês estágio hipotético em que sistemas artificiais poderiam compreender aprender e se adaptar de forma semelhante ao cérebro humano desempenhando praticamente todas as tarefas intelectuais realizadas por pessoas ele afirmou ter reduzido sua previsão de quando a agi será alcançada e pontuou que atualmente os especialistas já trabalham com um prazo que vai de cinco a vinte anos eu costumava dizer entre trinta e cinquenta agora pode ser mais de vinte anos ou apenas alguns declarou o cientista ainda sobre o acelerado desenvolvimento das ias hinton destacou que se arrependeu em ter focado apenas no funcionamento desses recursos ao longo da sua carreira e pontuou que gostaria de ter pensado também em questões de segurança relacionadas ao uso dessas ferramentas ias mais inteligentes que os humanos nesta era de avanços o futuro da inteligência artificial é visto muitas vezes como uma disputa por controle onde os humanos precisam ter vantagem sobre a tecnologia contudo hinton disse no seu discurso que o controle sobre esses sistemas é apenas ilusório eles serão muito mais inteligentes do que nós imagine que você é responsável por um jardim de infância com crianças de três anos e trabalha para elas elas não teriam muita dificuldade em lidar com você se fossem mais inteligentes afirmou no evento em las vegas o cientista defendeu que em vez de lutar pelo controle pesquisadores devem projetar sistemas de ia com instintos maternos capazes de proteger e cuidar dos humanos mesmo quando superarem nossa inteligência temos que fazer com que quando eles forem mais poderosos e inteligentes do que nós ainda se importem conosco disse o nobel avanços não significam imortalidade humana apesar dos debates acerca do ritmo de desenvolvimento da inteligência artificial o cientista destacou que enxerga essa tecnologia como uma grande possibilidade de avanços médicos como no desenvolvimento de tratamentos mais eficientes contra o câncer ele também afirmou que o acesso das ias a dados de pesquisas médicas e históricos clínicos pode acelerar diagnósticos em diferentes tipos de doenças no entanto geoffrey hinton demonstrou ceticismo em relação à eliminação do envelhecimento ressaltando que não acredita que a ia vá auxiliar os cientistas a alcançar a imortalidade humana não acredito que viveremos para sempre acho que viver para sempre seria um grande erro você quer o mundo governado por homens brancos de 200 anos de idade ironizou durante seu discurso',Fato
'faustão a diabetes não ataca só o corpo ela ataca o pâncreas ela te faz acreditar que você está sem vida que seus melhores dias já passaram e que o seu futuro é só uma fila no postinho de saúde para tomar insulina eu sei disso porque eu vivi esse inferno por mais de 5 anos meu nome é fausto silva tenho 75 anos e sou apresentador de televisão dediquei minha vida a tratar as doenças mais complexas como transplante de coração e de rins também para devolver a minha qualidade de vida até que uma dor terrível no meu pé junto com uma pingadeira danada bicho que não me dava um segundo de paz quase me fez separar da mulher para sempre e tirou tudo de mim eu o faustão me tornei um prisioneiro no meu próprio corpo minha esposa tinha que me ajudar a levantar da cama eu não conseguia ficar 10 minutos em pé muito menos ficar apresentando o domingão por horas aquele homem que trazia entretenimento para o público o famoso faustão tinha morrido só restava dor e como um apresentador renomado com acesso aos melhores médicos eu fiz de tudo glifage de 850 mg insulina metformina os imunossupressores mais fortes que existem e vou te contar um segredo que nem eu como apresentador percebia nenhum desses remédios foi feito para te curar tratar pela raiz eles foram feitos para te viciar no alívio eles são como um alarme de incêndio que você desliga mas a sua casa continua pegando fogo por dentro bicho o alívio é momentâneo mas a inflamação sistêmica a destruição essa continua dia após dia silenciosamente no seu corpo e você assim como eu acaba refém refém da dor refém del remédio com medo do que o futuro te reserva mas e se eu te dissesse que existe uma forma de apagar o fogo na causa raiz e não não é um milagre é ciência eu tava no fundo do poço cético desacreditado eu sou o apresentador mais famoso do brasil e conheci diversos médicos inclusive dr varella que as pessoas mais procuram quando tudo falha até que numa noite de insônia mexendo no celular encontrei um especialista nutracêutico um especialista que falava sobre um protocolo de recuperação com bioativas minha primeira reação como apresentador foi de desprezo se nem a medicina mais pesada que eu mesmo conhecia resolveu como um tratamento natural iria mas o desespero fala mais alto eu entrei em contato e aquele homem o dr paulo ele não me vendeu nada ele me explicou o processo ele me explicou que enquanto a gente só apaga o alarme nosso corpo está sendo envenenado o acúmulo de gordura nas artérias a hiperglicemia danificando os vasos sanguíneos e a microcirculação ele me explicou que a verdadeira cura vem de dentro para fora com as bioenzimas e os compostos certos que nosso corpo precisa para se reconstruir fazia todo sentido eu decidi tentar era a minha última tentativa em 15 dias de tratamento aconteceu uma coisa boba talvez para você mas para mim foi o dia que eu soube que ia voltar a viver eu acordei e consegui levantar ir até meu camarim e gravar um programa inteiro sozinho sem sentir aquele formigamento no pé eu sentei na cadeira e consegui focar e ler um caso complexo inteiro depois de mais de ano eu chorei chorei como uma criança porque não era sobre o programa era sobre a minha dignidade era a minha lucidez e minha vocação voltando hoje faz dois anos que eu não sei o que é uma crise voltei a fazer meus programas viajo com a minha esposa dou até umas brincadinhas com ela eu não sou mais o homem que a dor criou eu sou o faustão de novo e eu tô te contando tudo isso por um motivo eu não sei qual o nome do seu inimigo se é trombose aterosclerose visão turva disfunção o nome não importa o que importa é que você não precisa aceitar essa sentença a decisão de buscar ajuda é o primeiro passo e eu me sinto na obrigação moral de te mostrar a mesma porta que me mostraram abaixo desse vídeo tem um botão de whatsapp clicando nele você não vai falar com um vendedor você vai falar com o dr paulo o mesmo especialista que me guia ele vai te ouvir entender seu caso e se ele ver que pode te ajudar vai te explicar sobre o mesmo protocolo que resgatou a minha vida e olha o meu só custou apenas 70 reais por mês e por favor tire da cabeça que isso é algo impagável não é um tratamento de dezenas de milhares de reais pelo contrário você vai ver que o valor é irrisório perto da paz que ele traz então faça por você faça pela pessoa que você era antes da dor clique no botão do whatsapp abaixo você não tem absolutamente nada a perder a não ser a dor que já te roubou tanto você não nasceu para viver com dor você nasceu para viver e ponto ele te espera do outro lado e só vai soltar da sua mão quando você tiver o resultado como o doutor é muito ocupado ele só atende 20 pessoas por dia então só chame ele se realmente quiser mudar sua vida',Fake
'versão 1 revolta homem é preso por furtar pão e leite para alimentar os filhos 2 dias sem comer desespero leva à prisão bom dia meu povoooooeu sei que ele não fez o certo mas eu como gerente desse supermercado ou mercadinho teria impedido a prisão dele e doado os alimentos é o meu pensamentoporquê existem casos e casos versão 2 revolta homem é preso por roubar pão e leite para os filhos homem foi preso após furtar pão e leite dentro de um mercado segundo ele os filhos estavam há dois dias sem comer funcionários perceberam a ação e acionaram a polícia ele foi detido ainda dentro do estabelecimento saiu algemado na frente de clientes e funcionários na saída emocionado disse que só queria alimentar os filhos caso gerou revolta nas redes sociais muitos criticaram a prisão diante da situação de fome outros defenderam que a lei deve ser cumprida situação expõe realidade de famílias em dificuldade extrema',Fake
'feira de robótica em barcelona espanha pessoa 1 olhe para estes braços esta é tecnologia de próximo nível qual é a sua função principal aqui no ces robô estou aqui para demonstrar a próxima geração de interação humano-robô pessoa 2 uau nada pode superar isso pessoa 3 o que você vai fazer com ela chefe pessoa 4 ele está curtindo com ela pessoa 5 braços para cima mano isso acabou de acontecer pessoa 6 olhe para aquela difração nos sensores holográficos pessoa 7 exatamente é instantâneo pessoa 6 cara eu vou levá-la comigo depois desta demonstração robô como você pode ver a resposta tátil e o realismo facial são bastante avançados esta é a nova interface tátil e design de resfriamento do modelo 2025 konnichiwa sistema pronto-nya ei cuidado onde você toca pessoa 8 posso tentar robô você pode correr o risco pessoa 9 e sim o sistema sensorial dela agora é sensível o suficiente para reagir até mesmo a um toque sutil como este pessoa 9 e ainda mais do que isso veja isto pessoa 10 oh meu deus isso é incrível você vê o que eu vejo eu não sei se posso tocá-la pessoa 11 uau sua pele sintética é tão macia posso fazer isso robô claro pessoa 12 pode apostar em cinco anos uma destas substituirá seu assistente diário pessoa 13 j-16 chegue mais perto ei pessoal digam xis',Fake
'a openal apresentou nesta quinta-feira 25 os resultados de um benchmark chamado gpdval que tem o objetivo de monitorar o desempenho de ferramentas de inteligência artificial ia em comparação com humanos em diversas tarefas de acordo com a companhia o chatgpt-5 já alcança níveis próximos a especialistas em várias funções os testes foram realizados com foco em tarefas reais e economicamente valiosas de 44 ocupações divididas em 9 setores imóveis aluguel e arrendamento; governo; fabricação; serviços profissionais científicos e técnicos; assistência médica e social; finanças e seguros; comércio varejista; comércio atacadista; informação segundo a empresa essa avaliação faz parte da missão de garantir que a inteligência artificial geral agi beneficie toda a humanidade ao mesmo tempo em que comunica com transparência os avanços desses sistemas a openal selecionou profissionais com média de 14 anos de experiência em cada uma das ocupações analisadas para criar tarefas que representassem seu trabalho diário as mesmas atividades foram realizadas por modelos de ia como o gpt-5 o gpt-4o e o claude opus 41 da anthropic para avaliar o desempenho o benchmark contou com um grupo de classificadores especialistas também das mesmas ocupações eles compararam os resultados produzidos pelas ias com os de humanos sem saber quem era o autor descobrimos que os melhores modelos de fronteira atuais já estão se aproximando da qualidade do trabalho produzido por especialistas do setor destacou a openai o claude opus 41 foi o que mais se destacou apresentando desempenho igual ou superior ao de especialistas em 4755 das tarefas já o gpt-5 high versão aprimorada do gpt-5 obteve resultados iguais ou melhores que os humanos em 3876 dos casos o claude opus 41 foi o modelo com melhor desempenho no conjunto destacando-se particularmente em estética como formatação de documentos e layout de slides já o gpt-5 se destacou em precisão como na busca de conhecimento específico de domínio explicou a companhia a openal ressalta que o gpdval tem algumas limitações já que não analisa cenários em que um modelo de ia precisa construir o contexto da tarefa ou melhorar sua atuação após receber feedback de um cliente além disso no mundo real as tarefas nem sempre são claramente definidas com um prompt e arquivos de referência por exemplo um advogado pode ter que lidar com ambiguidades e conversar com seu cliente antes de decidir que criar um resumo jurídico é a abordagem certa para ajudá-lo acrescenta a empresa',Fato
